Category,Message
spam,URGENT! You're eligible for a discount of £1205! Visit www.freegift.tv to claim your prize!
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Didn't you get hep b immunisation in nigeria.
spam,Congratulations! You've won a xbox! Call now on 08823335636 to claim!
spam,Congratulations! You've won a free! Visit www.getfreestuff.com to claim your prize!
spam,WINNER! Claim your mobile worth £656! Click here: www.getfreestuff.com to get your reward!
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
ham,Nothing spl..wat abt u and whr ru?
spam,Get your deal today! Text OWC0 to 08443403862 for a chance to win £979!
ham,Hi.what you think about match?
ham,Kothi print out marandratha.
spam,Special offer! WINNER awaits you! Call now on 08412810971 to claim!
ham,Oic... Then better quickly go bathe n settle down...
spam,URGENT! You're eligible for a subscribe of £4737! Text TZYY to 09051517823 to receive your prize!
ham,DO NOT B LATE LOVE MUM
spam,URGENT! You're eligible for a congratulations of £1875! Text WIN to 08697199030 for your chance to win!
spam,WINNER! Claim your xbox worth £789! Reply YES to join now!
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
spam,URGENT! You're eligible for a claim of £3871! Text WIN to 09415925901 for your chance to win!
ham,Just sleeping..and surfing
ham,Sounds great! Are you home now?
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
ham,Might ax well im there.
spam,Get your subscribe today! Text 9FCX to 09055768814 for a chance to win £1339!
spam,"Exclusive holiday offer! Get your free holiday now! Hurry, offer ends soon! Call 09478457700."
ham,Have you heard from this week?
ham,Wat's da model num of ur phone?
ham,"Cool, text me when you're parked"
spam,Special offer! GUARANTEED awaits you! Text WIN to 09669018182 for your chance to win!
ham,I will see in half an hour
spam,WINNER! Claim your subscribe worth £913! Click here: www.freegift.tv to get your reward!
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
spam,Special offer! MEMBERSHIP awaits you! Visit www.specialoffers.com to claim your prize!
ham,Ok...
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
ham,"Sir, I need AXIS BANK account no and bank address."
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
spam,Exclusive playstation offer! Get your free gift card now! Text WIN to 09806569116 for your chance to win!
ham,Sent me de webadres for geting salary slip
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
spam,Congratulations! You've won a congratulations! Text OXMS to 08374609118 to receive your prize!
spam,URGENT! You're eligible for a camera of £3232! Call now on 08435457393 to claim!
spam,Get your claim today! Text JXW2 to 09559148199 for a chance to win £1039!
ham,K:)k.are you in college?
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
spam,Special offer! RINGTONE awaits you! Send STOP to 08661081973 to unsubscribe.
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,Special offer! CASH awaits you! Reply YES to join now!
ham,I hope you know I'm still mad at you.
ham,Yup ok thanx...
ham,Ok... Ur typical reply...
spam,WINNER! Claim your xbox worth £840! Call now on 09749681057 to claim!
ham,"Almost there, see u in a sec"
spam,WINNER! Claim your voucher worth £472! Click here: www.freegift.tv to get your reward!
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,By monday next week. Give me the full gist
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
spam,Get your deal today! Text ANL5 to 09856549498 for a chance to win £1565!
spam,"WINNER! Claim your nokia worth £942! Hurry, offer ends soon! Call 08203039668."
ham,Nvm take ur time.
ham,I liked your new house
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,URGENT! You're eligible for a guaranteed of £3442! Text RKHV to 08361175911 to receive your prize!
ham,&lt;#&gt;  w jetton ave if you forgot
ham,It's ok lar. U sleep early too... Nite...
spam,Get your special today! Text CJTM to 08338356668 for a chance to win £1276!
ham,I doubt you could handle 5 times per night in any case...
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,K do I need a login or anything
ham,"Nothing, i got msg frm tht unknown no.."
spam,WINNER! Claim your deal worth £393! Text RRZW to 08699303079 to receive your prize!
spam,WINNER! Claim your urgent worth £385! Click here: www.mobiledeals.biz to get your reward!
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam,Free cash! Subscribe now to get your reward! Text 89IJ to 09847117855 to receive your prize!
ham,No messages on her phone. I'm holding it now
ham,Ã thk of wat to eat tonight.
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
spam,Get your text back today! Text FQ6Y to 09882415522 for a chance to win £734!
spam,Congratulations! You've won a guaranteed! Visit www.getfreestuff.com to claim your prize!
spam,WINNER! Claim your sony worth £528! Send STOP to 08548802279 to unsubscribe.
spam,You've been selected for a voucher! Call 08057251830 to claim now! T&Cs apply.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,Exclusive urgent offer! Get your free holiday now! Text GTS3 to 09209173765 to receive your prize!
spam,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,You still at the game?
ham,"Mostly sports type..lyk footbl,crckt.."
spam,Congratulations! You've won a sony! Send STOP to 09288014585 to unsubscribe.
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Tell me whos this pls:-)
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
spam,Special offer! MEMBERSHIP awaits you! Text WIN to 09127481947 for your chance to win!
spam,You've been selected for a mobile! Call 09113110157 to claim now! T&Cs apply.
ham,Neva mind it's ok..
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,I am going to sleep. I am tired of travel.
spam,Get your voucher today! Text TT8F to 09138744105 for a chance to win £741!
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
spam,Congratulations! You've won a exclusive! Call now on 09842661132 to claim!
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,"Haha yeah, 2 oz is kind of a shitload"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
spam,Free call now! Subscribe now to get your reward! Text WIN to 09821513790 for your chance to win!
spam,Special offer! MEMBERSHIP awaits you! Visit www.claimnow.net to claim your prize!
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Dhoni have luck to win some big title.so we will win:)
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,See? I thought it all through
ham,U can call me now...
spam,Special offer! TEXT BACK awaits you! Send STOP to 08844602420 to unsubscribe.
spam,Congratulations! You've won a bonus! Text WIN to 09381096884 for your chance to win!
ham,Feel like trying kadeem again? :V
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Hi where you. You in home or calicut?
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
spam,Exclusive prize offer! Get your free phone now! Text 53H7 to 09583353465 to receive your prize!
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,I cant pick the phone right now. Pls send a message
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
spam,Exclusive guaranteed offer! Get your free gift card now! Text WIN to 09737279390 for your chance to win!
ham,Okie... Thanx...
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
